Date,Match_Number,City,Venue,Season,Name,Match_Type,Total_Overs,Teams_Participated,Team_1,Team_2,Team_Type,Toss_Winner,Choose_To,Match_Winner,Match_Result,Win_By_Runs,Win_By_Wickets,Man_Of_Match
2017-04-05,1.0,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2017,Indian Premier League,T20,20,"Sunrisers Hyderabad, Royal Challengers Bangalore",Sunrisers Hyderabad,Royal Challengers Bangalore,club,Royal Challengers Bangalore,field,Sunrisers Hyderabad,,35.0,,Yuvraj Singh
2017-04-06,2.0,Pune,Maharashtra Cricket Association Stadium,2017,Indian Premier League,T20,20,"Rising Pune Supergiant, Mumbai Indians",Rising Pune Supergiant,Mumbai Indians,club,Rising Pune Supergiant,field,Rising Pune Supergiant,,,7.0,SPD Smith
2017-04-07,3.0,Rajkot,Saurashtra Cricket Association Stadium,2017,Indian Premier League,T20,20,"Gujarat Lions, Kolkata Knight Riders",Gujarat Lions,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Kolkata Knight Riders,,,10.0,CA Lynn
2017-04-08,4.0,Indore,Holkar Cricket Stadium,2017,Indian Premier League,T20,20,"Kings XI Punjab, Rising Pune Supergiant",Kings XI Punjab,Rising Pune Supergiant,club,Kings XI Punjab,field,Kings XI Punjab,,,6.0,GJ Maxwell
2017-04-08,5.0,Bengaluru,M.Chinnaswamy Stadium,2017,Indian Premier League,T20,20,"Royal Challengers Bangalore, Delhi Daredevils",Royal Challengers Bangalore,Delhi Daredevils,club,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,,15.0,,KM Jadhav
2017-04-09,6.0,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2017,Indian Premier League,T20,20,"Sunrisers Hyderabad, Gujarat Lions",Sunrisers Hyderabad,Gujarat Lions,club,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,,9.0,Rashid Khan
2017-04-09,7.0,Mumbai,Wankhede Stadium,2017,Indian Premier League,T20,20,"Mumbai Indians, Kolkata Knight Riders",Mumbai Indians,Kolkata Knight Riders,club,Mumbai Indians,field,Mumbai Indians,,,4.0,N Rana
2017-04-10,8.0,Indore,Holkar Cricket Stadium,2017,Indian Premier League,T20,20,"Kings XI Punjab, Royal Challengers Bangalore",Kings XI Punjab,Royal Challengers Bangalore,club,Royal Challengers Bangalore,bat,Kings XI Punjab,,,8.0,AR Patel
2017-04-11,9.0,Pune,Maharashtra Cricket Association Stadium,2017,Indian Premier League,T20,20,"Rising Pune Supergiant, Delhi Daredevils",Rising Pune Supergiant,Delhi Daredevils,club,Rising Pune Supergiant,field,Delhi Daredevils,,97.0,,SV Samson
2017-04-12,10.0,Mumbai,Wankhede Stadium,2017,Indian Premier League,T20,20,"Mumbai Indians, Sunrisers Hyderabad",Mumbai Indians,Sunrisers Hyderabad,club,Mumbai Indians,field,Mumbai Indians,,,4.0,JJ Bumrah
2017-04-13,11.0,Kolkata,Eden Gardens,2017,Indian Premier League,T20,20,"Kolkata Knight Riders, Kings XI Punjab",Kolkata Knight Riders,Kings XI Punjab,club,Kolkata Knight Riders,field,Kolkata Knight Riders,,,8.0,SP Narine
2017-04-14,12.0,Bangalore,M Chinnaswamy Stadium,2017,Indian Premier League,T20,20,"Royal Challengers Bangalore, Mumbai Indians",Royal Challengers Bangalore,Mumbai Indians,club,Mumbai Indians,field,Mumbai Indians,,,4.0,KA Pollard
2017-04-14,13.0,Rajkot,Saurashtra Cricket Association Stadium,2017,Indian Premier League,T20,20,"Gujarat Lions, Rising Pune Supergiant",Gujarat Lions,Rising Pune Supergiant,club,Gujarat Lions,field,Gujarat Lions,,,7.0,AJ Tye
2017-04-15,14.0,Kolkata,Eden Gardens,2017,Indian Premier League,T20,20,"Kolkata Knight Riders, Sunrisers Hyderabad",Kolkata Knight Riders,Sunrisers Hyderabad,club,Sunrisers Hyderabad,field,Kolkata Knight Riders,,17.0,,RV Uthappa
2017-04-15,15.0,Delhi,Feroz Shah Kotla,2017,Indian Premier League,T20,20,"Delhi Daredevils, Kings XI Punjab",Delhi Daredevils,Kings XI Punjab,club,Delhi Daredevils,bat,Delhi Daredevils,,51.0,,CJ Anderson
2017-04-16,16.0,Mumbai,Wankhede Stadium,2017,Indian Premier League,T20,20,"Mumbai Indians, Gujarat Lions",Mumbai Indians,Gujarat Lions,club,Mumbai Indians,field,Mumbai Indians,,,6.0,N Rana
2017-04-16,17.0,Bangalore,M Chinnaswamy Stadium,2017,Indian Premier League,T20,20,"Royal Challengers Bangalore, Rising Pune Supergiant",Royal Challengers Bangalore,Rising Pune Supergiant,club,Royal Challengers Bangalore,field,Rising Pune Supergiant,,27.0,,BA Stokes
2017-04-17,18.0,Delhi,Feroz Shah Kotla,2017,Indian Premier League,T20,20,"Delhi Daredevils, Kolkata Knight Riders",Delhi Daredevils,Kolkata Knight Riders,club,Delhi Daredevils,bat,Kolkata Knight Riders,,,4.0,NM Coulter-Nile
2017-04-17,19.0,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2017,Indian Premier League,T20,20,"Sunrisers Hyderabad, Kings XI Punjab",Sunrisers Hyderabad,Kings XI Punjab,club,Kings XI Punjab,field,Sunrisers Hyderabad,,5.0,,B Kumar
2017-04-18,20.0,Rajkot,Saurashtra Cricket Association Stadium,2017,Indian Premier League,T20,20,"Gujarat Lions, Royal Challengers Bangalore",Gujarat Lions,Royal Challengers Bangalore,club,Gujarat Lions,field,Royal Challengers Bangalore,,21.0,,CH Gayle
2017-04-19,21.0,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2017,Indian Premier League,T20,20,"Sunrisers Hyderabad, Delhi Daredevils",Sunrisers Hyderabad,Delhi Daredevils,club,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,,15.0,,KS Williamson
2017-04-20,22.0,Indore,Holkar Cricket Stadium,2017,Indian Premier League,T20,20,"Kings XI Punjab, Mumbai Indians",Kings XI Punjab,Mumbai Indians,club,Mumbai Indians,field,Mumbai Indians,,,8.0,JC Buttler
2017-04-21,23.0,Kolkata,Eden Gardens,2017,Indian Premier League,T20,20,"Kolkata Knight Riders, Gujarat Lions",Kolkata Knight Riders,Gujarat Lions,club,Gujarat Lions,field,Gujarat Lions,,,4.0,SK Raina
2017-04-22,25.0,Mumbai,Wankhede Stadium,2017,Indian Premier League,T20,20,"Mumbai Indians, Delhi Daredevils",Mumbai Indians,Delhi Daredevils,club,Delhi Daredevils,field,Mumbai Indians,,14.0,,MJ McClenaghan
2017-04-22,24.0,Pune,Maharashtra Cricket Association Stadium,2017,Indian Premier League,T20,20,"Rising Pune Supergiant, Sunrisers Hyderabad",Rising Pune Supergiant,Sunrisers Hyderabad,club,Rising Pune Supergiant,field,Rising Pune Supergiant,,,6.0,MS Dhoni
2017-04-23,26.0,Rajkot,Saurashtra Cricket Association Stadium,2017,Indian Premier League,T20,20,"Gujarat Lions, Kings XI Punjab",Gujarat Lions,Kings XI Punjab,club,Gujarat Lions,field,Kings XI Punjab,,26.0,,HM Amla
2017-04-23,27.0,Kolkata,Eden Gardens,2017,Indian Premier League,T20,20,"Kolkata Knight Riders, Royal Challengers Bangalore",Kolkata Knight Riders,Royal Challengers Bangalore,club,Royal Challengers Bangalore,field,Kolkata Knight Riders,,82.0,,NM Coulter-Nile
2017-04-24,28.0,Mumbai,Wankhede Stadium,2017,Indian Premier League,T20,20,"Mumbai Indians, Rising Pune Supergiant",Mumbai Indians,Rising Pune Supergiant,club,Mumbai Indians,field,Rising Pune Supergiant,,3.0,,BA Stokes
2017-04-26,30.0,Pune,Maharashtra Cricket Association Stadium,2017,Indian Premier League,T20,20,"Rising Pune Supergiant, Kolkata Knight Riders",Rising Pune Supergiant,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Kolkata Knight Riders,,,7.0,RV Uthappa
2017-04-27,31.0,Bangalore,M Chinnaswamy Stadium,2017,Indian Premier League,T20,20,"Royal Challengers Bangalore, Gujarat Lions",Royal Challengers Bangalore,Gujarat Lions,club,Gujarat Lions,field,Gujarat Lions,,,7.0,AJ Tye
2017-04-28,32.0,Kolkata,Eden Gardens,2017,Indian Premier League,T20,20,"Kolkata Knight Riders, Delhi Daredevils",Kolkata Knight Riders,Delhi Daredevils,club,Kolkata Knight Riders,field,Kolkata Knight Riders,,,7.0,G Gambhir
2017-04-28,33.0,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",2017,Indian Premier League,T20,20,"Kings XI Punjab, Sunrisers Hyderabad",Kings XI Punjab,Sunrisers Hyderabad,club,Kings XI Punjab,field,Sunrisers Hyderabad,,26.0,,Rashid Khan
2017-04-29,34.0,Pune,Maharashtra Cricket Association Stadium,2017,Indian Premier League,T20,20,"Rising Pune Supergiant, Royal Challengers Bangalore",Rising Pune Supergiant,Royal Challengers Bangalore,club,Royal Challengers Bangalore,field,Rising Pune Supergiant,,61.0,,LH Ferguson
2017-04-29,35.0,Rajkot,Saurashtra Cricket Association Stadium,2017,Indian Premier League,T20,20,"Gujarat Lions, Mumbai Indians",Gujarat Lions,Mumbai Indians,club,Gujarat Lions,bat,,tie,,,KH Pandya
2017-04-30,36.0,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",2017,Indian Premier League,T20,20,"Kings XI Punjab, Delhi Daredevils",Kings XI Punjab,Delhi Daredevils,club,Kings XI Punjab,field,Kings XI Punjab,,,10.0,Sandeep Sharma
2017-04-30,37.0,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2017,Indian Premier League,T20,20,"Sunrisers Hyderabad, Kolkata Knight Riders",Sunrisers Hyderabad,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Sunrisers Hyderabad,,48.0,,DA Warner
2017-05-01,38.0,Mumbai,Wankhede Stadium,2017,Indian Premier League,T20,20,"Mumbai Indians, Royal Challengers Bangalore",Mumbai Indians,Royal Challengers Bangalore,club,Royal Challengers Bangalore,bat,Mumbai Indians,,,5.0,RG Sharma
2017-05-01,39.0,Pune,Maharashtra Cricket Association Stadium,2017,Indian Premier League,T20,20,"Rising Pune Supergiant, Gujarat Lions",Rising Pune Supergiant,Gujarat Lions,club,Rising Pune Supergiant,field,Rising Pune Supergiant,,,5.0,BA Stokes
2017-05-02,40.0,Delhi,Feroz Shah Kotla,2017,Indian Premier League,T20,20,"Delhi Daredevils, Sunrisers Hyderabad",Delhi Daredevils,Sunrisers Hyderabad,club,Delhi Daredevils,field,Delhi Daredevils,,,6.0,Mohammed Shami
2017-05-03,41.0,Kolkata,Eden Gardens,2017,Indian Premier League,T20,20,"Kolkata Knight Riders, Rising Pune Supergiant",Kolkata Knight Riders,Rising Pune Supergiant,club,Rising Pune Supergiant,field,Rising Pune Supergiant,,,4.0,RA Tripathi
2017-05-04,42.0,Delhi,Feroz Shah Kotla,2017,Indian Premier League,T20,20,"Delhi Daredevils, Gujarat Lions",Delhi Daredevils,Gujarat Lions,club,Delhi Daredevils,field,Delhi Daredevils,,,7.0,RR Pant
2017-05-05,43.0,Bangalore,M Chinnaswamy Stadium,2017,Indian Premier League,T20,20,"Royal Challengers Bangalore, Kings XI Punjab",Royal Challengers Bangalore,Kings XI Punjab,club,Royal Challengers Bangalore,field,Kings XI Punjab,,19.0,,Sandeep Sharma
2017-05-06,44.0,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2017,Indian Premier League,T20,20,"Sunrisers Hyderabad, Rising Pune Supergiant",Sunrisers Hyderabad,Rising Pune Supergiant,club,Sunrisers Hyderabad,field,Rising Pune Supergiant,,12.0,,JD Unadkat
2017-05-06,45.0,Delhi,Feroz Shah Kotla,2017,Indian Premier League,T20,20,"Delhi Daredevils, Mumbai Indians",Delhi Daredevils,Mumbai Indians,club,Delhi Daredevils,field,Mumbai Indians,,146.0,,LMP Simmons
2017-05-07,46.0,Bangalore,M Chinnaswamy Stadium,2017,Indian Premier League,T20,20,"Royal Challengers Bangalore, Kolkata Knight Riders",Royal Challengers Bangalore,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Kolkata Knight Riders,,,6.0,SP Narine
2017-05-07,47.0,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",2017,Indian Premier League,T20,20,"Kings XI Punjab, Gujarat Lions",Kings XI Punjab,Gujarat Lions,club,Gujarat Lions,field,Gujarat Lions,,,6.0,DR Smith
2017-05-08,48.0,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2017,Indian Premier League,T20,20,"Sunrisers Hyderabad, Mumbai Indians",Sunrisers Hyderabad,Mumbai Indians,club,Mumbai Indians,bat,Sunrisers Hyderabad,,,7.0,S Dhawan
2017-05-09,49.0,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",2017,Indian Premier League,T20,20,"Kings XI Punjab, Kolkata Knight Riders",Kings XI Punjab,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Kings XI Punjab,,14.0,,MM Sharma
2017-05-10,50.0,Kanpur,Green Park,2017,Indian Premier League,T20,20,"Gujarat Lions, Delhi Daredevils",Gujarat Lions,Delhi Daredevils,club,Delhi Daredevils,field,Delhi Daredevils,,,2.0,SS Iyer
2017-05-11,51.0,Mumbai,Wankhede Stadium,2017,Indian Premier League,T20,20,"Mumbai Indians, Kings XI Punjab",Mumbai Indians,Kings XI Punjab,club,Mumbai Indians,field,Kings XI Punjab,,7.0,,WP Saha
2017-05-12,52.0,Delhi,Feroz Shah Kotla,2017,Indian Premier League,T20,20,"Delhi Daredevils, Rising Pune Supergiant",Delhi Daredevils,Rising Pune Supergiant,club,Delhi Daredevils,bat,Delhi Daredevils,,7.0,,KK Nair
2017-05-13,53.0,Kanpur,Green Park,2017,Indian Premier League,T20,20,"Gujarat Lions, Sunrisers Hyderabad",Gujarat Lions,Sunrisers Hyderabad,club,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,,8.0,Mohammed Siraj
2017-05-13,54.0,Kolkata,Eden Gardens,2017,Indian Premier League,T20,20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,club,Kolkata Knight Riders,field,Mumbai Indians,,9.0,,AT Rayudu
2017-05-14,55.0,Pune,Maharashtra Cricket Association Stadium,2017,Indian Premier League,T20,20,"Rising Pune Supergiant, Kings XI Punjab",Rising Pune Supergiant,Kings XI Punjab,club,Rising Pune Supergiant,field,Rising Pune Supergiant,,,9.0,JD Unadkat
2017-05-14,56.0,Delhi,Feroz Shah Kotla,2017,Indian Premier League,T20,20,"Delhi Daredevils, Royal Challengers Bangalore",Delhi Daredevils,Royal Challengers Bangalore,club,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,,10.0,,HV Patel
2017-05-16,,Mumbai,Wankhede Stadium,2017,Indian Premier League,T20,20,"Mumbai Indians, Rising Pune Supergiant",Mumbai Indians,Rising Pune Supergiant,club,Mumbai Indians,field,Rising Pune Supergiant,,20.0,,Washington Sundar
2017-05-17,,Bangalore,M Chinnaswamy Stadium,2017,Indian Premier League,T20,20,"Sunrisers Hyderabad, Kolkata Knight Riders",Sunrisers Hyderabad,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Kolkata Knight Riders,,,7.0,NM Coulter-Nile
2017-05-19,,Bangalore,M Chinnaswamy Stadium,2017,Indian Premier League,T20,20,"Mumbai Indians, Kolkata Knight Riders",Mumbai Indians,Kolkata Knight Riders,club,Mumbai Indians,field,Mumbai Indians,,,6.0,KV Sharma
2017-05-21,,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2017,Indian Premier League,T20,20,"Mumbai Indians, Rising Pune Supergiant",Mumbai Indians,Rising Pune Supergiant,club,Mumbai Indians,bat,Mumbai Indians,,1.0,,KH Pandya
2018-04-07,1.0,Mumbai,Wankhede Stadium,2018,Indian Premier League,T20,20,"Mumbai Indians, Chennai Super Kings",Mumbai Indians,Chennai Super Kings,club,Chennai Super Kings,field,Chennai Super Kings,,,1.0,DJ Bravo
2018-04-08,2.0,Chandigarh,Punjab Cricket Association IS Bindra Stadium,2018,Indian Premier League,T20,20,"Delhi Daredevils, Kings XI Punjab",Delhi Daredevils,Kings XI Punjab,club,Kings XI Punjab,field,Kings XI Punjab,,,6.0,KL Rahul
2018-04-08,3.0,Kolkata,Eden Gardens,2018,Indian Premier League,T20,20,"Royal Challengers Bangalore, Kolkata Knight Riders",Royal Challengers Bangalore,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Kolkata Knight Riders,,,4.0,SP Narine
2018-04-09,4.0,Hyderabad,Rajiv Gandhi International Stadium,2018,Indian Premier League,T20,20,"Rajasthan Royals, Sunrisers Hyderabad",Rajasthan Royals,Sunrisers Hyderabad,club,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,,9.0,S Dhawan
2018-04-10,5.0,Chennai,MA Chidambaram Stadium,2018,Indian Premier League,T20,20,"Kolkata Knight Riders, Chennai Super Kings",Kolkata Knight Riders,Chennai Super Kings,club,Chennai Super Kings,field,Chennai Super Kings,,,5.0,SW Billings
2018-04-11,6.0,Jaipur,Sawai Mansingh Stadium,2018,Indian Premier League,T20,20,"Rajasthan Royals, Delhi Daredevils",Rajasthan Royals,Delhi Daredevils,club,Delhi Daredevils,field,Rajasthan Royals,,10.0,,SV Samson
2018-04-12,7.0,Hyderabad,Rajiv Gandhi International Stadium,2018,Indian Premier League,T20,20,"Mumbai Indians, Sunrisers Hyderabad",Mumbai Indians,Sunrisers Hyderabad,club,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,,1.0,Rashid Khan
2018-04-13,8.0,Bengaluru,M.Chinnaswamy Stadium,2018,Indian Premier League,T20,20,"Kings XI Punjab, Royal Challengers Bangalore",Kings XI Punjab,Royal Challengers Bangalore,club,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,,4.0,UT Yadav
2018-04-14,9.0,Mumbai,Wankhede Stadium,2018,Indian Premier League,T20,20,"Mumbai Indians, Delhi Daredevils",Mumbai Indians,Delhi Daredevils,club,Delhi Daredevils,field,Delhi Daredevils,,,7.0,JJ Roy
2018-04-14,10.0,Kolkata,Eden Gardens,2018,Indian Premier League,T20,20,"Kolkata Knight Riders, Sunrisers Hyderabad",Kolkata Knight Riders,Sunrisers Hyderabad,club,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,,5.0,B Stanlake
2018-04-15,11.0,Bengaluru,M.Chinnaswamy Stadium,2018,Indian Premier League,T20,20,"Rajasthan Royals, Royal Challengers Bangalore",Rajasthan Royals,Royal Challengers Bangalore,club,Royal Challengers Bangalore,field,Rajasthan Royals,,19.0,,SV Samson
2018-04-15,12.0,Chandigarh,Punjab Cricket Association IS Bindra Stadium,2018,Indian Premier League,T20,20,"Kings XI Punjab, Chennai Super Kings",Kings XI Punjab,Chennai Super Kings,club,Chennai Super Kings,field,Kings XI Punjab,,4.0,,CH Gayle
2018-04-16,13.0,Kolkata,Eden Gardens,2018,Indian Premier League,T20,20,"Kolkata Knight Riders, Delhi Daredevils",Kolkata Knight Riders,Delhi Daredevils,club,Delhi Daredevils,field,Kolkata Knight Riders,,71.0,,N Rana
2018-04-17,14.0,Mumbai,Wankhede Stadium,2018,Indian Premier League,T20,20,"Mumbai Indians, Royal Challengers Bangalore",Mumbai Indians,Royal Challengers Bangalore,club,Royal Challengers Bangalore,field,Mumbai Indians,,46.0,,RG Sharma
2018-04-18,15.0,Jaipur,Sawai Mansingh Stadium,2018,Indian Premier League,T20,20,"Rajasthan Royals, Kolkata Knight Riders",Rajasthan Royals,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Kolkata Knight Riders,,,7.0,N Rana
2018-04-19,16.0,Chandigarh,Punjab Cricket Association IS Bindra Stadium,2018,Indian Premier League,T20,20,"Kings XI Punjab, Sunrisers Hyderabad",Kings XI Punjab,Sunrisers Hyderabad,club,Kings XI Punjab,bat,Kings XI Punjab,,15.0,,CH Gayle
2018-04-20,17.0,Pune,Maharashtra Cricket Association Stadium,2018,Indian Premier League,T20,20,"Chennai Super Kings, Rajasthan Royals",Chennai Super Kings,Rajasthan Royals,club,Rajasthan Royals,field,Chennai Super Kings,,64.0,,SR Watson
2018-04-21,18.0,Kolkata,Eden Gardens,2018,Indian Premier League,T20,20,"Kolkata Knight Riders, Kings XI Punjab",Kolkata Knight Riders,Kings XI Punjab,club,Kings XI Punjab,field,Kings XI Punjab,,,9.0,KL Rahul
2018-04-21,19.0,Bengaluru,M.Chinnaswamy Stadium,2018,Indian Premier League,T20,20,"Delhi Daredevils, Royal Challengers Bangalore",Delhi Daredevils,Royal Challengers Bangalore,club,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,,6.0,AB de Villiers
2018-04-22,20.0,Hyderabad,Rajiv Gandhi International Stadium,2018,Indian Premier League,T20,20,"Chennai Super Kings, Sunrisers Hyderabad",Chennai Super Kings,Sunrisers Hyderabad,club,Sunrisers Hyderabad,field,Chennai Super Kings,,4.0,,AT Rayudu
2018-04-22,21.0,Jaipur,Sawai Mansingh Stadium,2018,Indian Premier League,T20,20,"Mumbai Indians, Rajasthan Royals",Mumbai Indians,Rajasthan Royals,club,Mumbai Indians,bat,Rajasthan Royals,,,3.0,JC Archer
2018-04-23,22.0,Delhi,Arun Jaitley Stadium,2018,Indian Premier League,T20,20,"Kings XI Punjab, Delhi Daredevils",Kings XI Punjab,Delhi Daredevils,club,Delhi Daredevils,field,Kings XI Punjab,,4.0,,AS Rajpoot
2018-04-24,23.0,Mumbai,Wankhede Stadium,2018,Indian Premier League,T20,20,"Sunrisers Hyderabad, Mumbai Indians",Sunrisers Hyderabad,Mumbai Indians,club,Mumbai Indians,field,Sunrisers Hyderabad,,31.0,,Rashid Khan
2018-04-25,24.0,Bengaluru,M.Chinnaswamy Stadium,2018,Indian Premier League,T20,20,"Royal Challengers Bangalore, Chennai Super Kings",Royal Challengers Bangalore,Chennai Super Kings,club,Chennai Super Kings,field,Chennai Super Kings,,,5.0,MS Dhoni
2018-04-26,25.0,Hyderabad,Rajiv Gandhi International Stadium,2018,Indian Premier League,T20,20,"Sunrisers Hyderabad, Kings XI Punjab",Sunrisers Hyderabad,Kings XI Punjab,club,Kings XI Punjab,field,Sunrisers Hyderabad,,13.0,,AS Rajpoot
2018-04-27,26.0,Delhi,Arun Jaitley Stadium,2018,Indian Premier League,T20,20,"Delhi Daredevils, Kolkata Knight Riders",Delhi Daredevils,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Delhi Daredevils,,55.0,,SS Iyer
2018-04-28,27.0,Pune,Maharashtra Cricket Association Stadium,2018,Indian Premier League,T20,20,"Chennai Super Kings, Mumbai Indians",Chennai Super Kings,Mumbai Indians,club,Mumbai Indians,field,Mumbai Indians,,,8.0,RG Sharma
2018-04-29,28.0,Jaipur,Sawai Mansingh Stadium,2018,Indian Premier League,T20,20,"Sunrisers Hyderabad, Rajasthan Royals",Sunrisers Hyderabad,Rajasthan Royals,club,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,,11.0,,KS Williamson
2018-04-29,29.0,Bengaluru,M.Chinnaswamy Stadium,2018,Indian Premier League,T20,20,"Royal Challengers Bangalore, Kolkata Knight Riders",Royal Challengers Bangalore,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Kolkata Knight Riders,,,6.0,CA Lynn
2018-04-30,30.0,Pune,Maharashtra Cricket Association Stadium,2018,Indian Premier League,T20,20,"Chennai Super Kings, Delhi Daredevils",Chennai Super Kings,Delhi Daredevils,club,Delhi Daredevils,field,Chennai Super Kings,,13.0,,SR Watson
2018-05-01,31.0,Bengaluru,M.Chinnaswamy Stadium,2018,Indian Premier League,T20,20,"Royal Challengers Bangalore, Mumbai Indians",Royal Challengers Bangalore,Mumbai Indians,club,Mumbai Indians,field,Royal Challengers Bangalore,,14.0,,TG Southee
2018-05-02,32.0,Delhi,Arun Jaitley Stadium,2018,Indian Premier League,T20,20,"Delhi Daredevils, Rajasthan Royals",Delhi Daredevils,Rajasthan Royals,club,Rajasthan Royals,field,Delhi Daredevils,,4.0,,RR Pant
2018-05-03,33.0,Kolkata,Eden Gardens,2018,Indian Premier League,T20,20,"Chennai Super Kings, Kolkata Knight Riders",Chennai Super Kings,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Kolkata Knight Riders,,,6.0,SP Narine
2018-05-04,34.0,Indore,Holkar Cricket Stadium,2018,Indian Premier League,T20,20,"Kings XI Punjab, Mumbai Indians",Kings XI Punjab,Mumbai Indians,club,Mumbai Indians,field,Mumbai Indians,,,6.0,SA Yadav
2018-05-05,35.0,Pune,Maharashtra Cricket Association Stadium,2018,Indian Premier League,T20,20,"Royal Challengers Bangalore, Chennai Super Kings",Royal Challengers Bangalore,Chennai Super Kings,club,Chennai Super Kings,field,Chennai Super Kings,,,6.0,RA Jadeja
2018-05-05,36.0,Hyderabad,Rajiv Gandhi International Stadium,2018,Indian Premier League,T20,20,"Delhi Daredevils, Sunrisers Hyderabad",Delhi Daredevils,Sunrisers Hyderabad,club,Delhi Daredevils,bat,Sunrisers Hyderabad,,,7.0,Rashid Khan
2018-05-06,37.0,Mumbai,Wankhede Stadium,2018,Indian Premier League,T20,20,"Mumbai Indians, Kolkata Knight Riders",Mumbai Indians,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Mumbai Indians,,13.0,,HH Pandya
2018-05-06,38.0,Indore,Holkar Cricket Stadium,2018,Indian Premier League,T20,20,"Rajasthan Royals, Kings XI Punjab",Rajasthan Royals,Kings XI Punjab,club,Kings XI Punjab,field,Kings XI Punjab,,,6.0,Mujeeb Ur Rahman
2018-05-07,39.0,Hyderabad,Rajiv Gandhi International Stadium,2018,Indian Premier League,T20,20,"Sunrisers Hyderabad, Royal Challengers Bangalore",Sunrisers Hyderabad,Royal Challengers Bangalore,club,Royal Challengers Bangalore,field,Sunrisers Hyderabad,,5.0,,KS Williamson
2018-05-08,40.0,Jaipur,Sawai Mansingh Stadium,2018,Indian Premier League,T20,20,"Rajasthan Royals, Kings XI Punjab",Rajasthan Royals,Kings XI Punjab,club,Rajasthan Royals,bat,Rajasthan Royals,,15.0,,JC Buttler
2018-05-09,41.0,Kolkata,Eden Gardens,2018,Indian Premier League,T20,20,"Mumbai Indians, Kolkata Knight Riders",Mumbai Indians,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Mumbai Indians,,102.0,,Ishan Kishan
2018-05-10,42.0,Delhi,Arun Jaitley Stadium,2018,Indian Premier League,T20,20,"Delhi Daredevils, Sunrisers Hyderabad",Delhi Daredevils,Sunrisers Hyderabad,club,Delhi Daredevils,bat,Sunrisers Hyderabad,,,9.0,S Dhawan
2018-05-11,43.0,Jaipur,Sawai Mansingh Stadium,2018,Indian Premier League,T20,20,"Chennai Super Kings, Rajasthan Royals",Chennai Super Kings,Rajasthan Royals,club,Chennai Super Kings,bat,Rajasthan Royals,,,4.0,JC Buttler
2018-05-12,44.0,Indore,Holkar Cricket Stadium,2018,Indian Premier League,T20,20,"Kolkata Knight Riders, Kings XI Punjab",Kolkata Knight Riders,Kings XI Punjab,club,Kings XI Punjab,field,Kolkata Knight Riders,,31.0,,SP Narine
2018-05-12,45.0,Delhi,Arun Jaitley Stadium,2018,Indian Premier League,T20,20,"Delhi Daredevils, Royal Challengers Bangalore",Delhi Daredevils,Royal Challengers Bangalore,club,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,,5.0,AB de Villiers
2018-05-13,46.0,Pune,Maharashtra Cricket Association Stadium,2018,Indian Premier League,T20,20,"Sunrisers Hyderabad, Chennai Super Kings",Sunrisers Hyderabad,Chennai Super Kings,club,Chennai Super Kings,field,Chennai Super Kings,,,8.0,AT Rayudu
2018-05-13,47.0,Mumbai,Wankhede Stadium,2018,Indian Premier League,T20,20,"Mumbai Indians, Rajasthan Royals",Mumbai Indians,Rajasthan Royals,club,Rajasthan Royals,field,Rajasthan Royals,,,7.0,JC Buttler
